nid,Sequence,Judge Name,Court Type,Court Name,Appointment Title,Appointing President,Party of Appointing President,Reappointing President,Party of Reappointing President,ABA Rating,Seat ID,Statute Authorizing New Seat,Recess Appointment Date,Nomination Date,Committee Referral Date,Hearing Date,Judiciary Committee Action,Committee Action Date,Senate Vote Type,Ayes/Nays,Confirmation Date,Commission Date,"Service as Chief Judge, Begin","Service as Chief Judge, End","2nd Service as Chief Judge, Begin","2nd Service as Chief Judge, End",Senior Status Date,Termination,Termination Date
1392626,1,"Sammartino, Janis Lynn",U.S. District Court,U.S. District Court for the Southern District of California,Judge,George W. Bush,Republican,,,Qualified,CASD2002, ,,2007-03-19,2007-03-19,2007-06-20,Reported (favorably),2007-07-19,Roll Call, 90/0,2007-09-10,2007-09-21,,,,,,,
1392176,1,"Sánchez, Juan Ramon",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George W. Bush,Republican,,,Well Qualified,PAED2003, ,,2003-11-25,2003-11-25,2004-02-11,Reported (favorably),2004-03-11,Roll Call, 98/0,2004-06-23,2004-06-24,2018,,,,,,
1387356,1,"Sand, Leonard Burke",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Jimmy Carter,Democratic,,,Well Qualified,NYSD1003, ,,1978-04-07,1978-04-07,1978-05-03,Reported (favorably),1978-05-16,Voice,  ,1978-05-17,1978-05-19,,,,,1993-07-01,Death,2016-12-03
1387361,1,"Sanders, Harold Barefoot, Jr.",U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,Jimmy Carter,Democratic,,,Well Qualified,TXND0901,92 Stat. 1629,,1979-02-06,1979-02-06,1979-03-29,Reported (favorably),1979-04-23,Voice,  ,1979-04-24,1979-04-26,1989,1995,,,1996-01-01,Death,2008-09-21
1392291,1,"Sandoval, Brian Edward",U.S. District Court,U.S. District Court for the District of Nevada,Judge,George W. Bush,Republican,,,Well Qualified,NVD0502, ,,2005-03-01,2005-03-01,2005-09-29,Reported (favorably),2005-10-20,Roll Call, 89/0,2005-10-24,2005-10-26,,,,,,Resignation,2009-09-15
1387366,1,"Sands, W[illie] Louis",U.S. District Court,U.S. District Court for the Middle District of Georgia,Judge,William J. Clinton,Democratic,,,Well Qualified,GAMD0401,104 Stat. 5089,,1994-02-09,1994-02-09,1994-04-21,Reported (favorably),1994-05-05,Voice,  ,1994-05-06,1994-05-09,2001,2006,,,2014-04-12,,
1394666,1,"Sannes, Brenda Kay",U.S. District Court,U.S. District Court for the Northern District of New York,Judge,Barack Obama,Democratic,,,Well Qualified,NYND0207, ,,2014-05-08,2014-05-08,2014-06-24,Reported (favorably),2014-07-17,Roll Call, 96/0,2014-11-20,2014-11-21,,,,,,,
1387376,1,"Sargus, Edmund A., Jr.",U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,William J. Clinton,Democratic,,,Well Qualified,OHSD0702, ,,1995-12-22,1995-12-22,1996-05-02,Reported (favorably),1996-05-09,Voice,  ,1996-07-22,1996-08-01,2015,2019,,,,,
1387381,1,"Saris, Patti B.",U.S. District Court,U.S. District Court for the District of Massachusetts,Judge,William J. Clinton,Democratic,,,Qualified,MAD0504, ,,1993-10-27,1993-10-27,1993-11-18,Reported (favorably),1993-11-18,Voice,  ,1993-11-20,1993-11-24,2013,2019,,,,,
1387386,1,"Sarokin, H. Lee",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Jimmy Carter,Democratic,,,Qualified,NJD0308, ,,1979-09-28,1979-09-28,1979-10-25,Reported (favorably),1979-10-30,Voice,  ,1979-10-31,1979-11-02,,,,,,Appointment to Another Judicial Position,1994-10-05
1387386,2,"Sarokin, H. Lee",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CA31501,104 Stat. 5089,,1994-05-05,1994-05-05,1994-08-03,Reported (favorably),1994-08-11,Roll Call, 63/35,1994-10-04,1994-10-05,,,,,,Retirement,1996-07-31
1391571,1,"Savage, Timothy J.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George W. Bush,Republican,,,Well Qualified,PAED0113, ,,2002-03-21,2002-03-21,2002-05-23,Reported (favorably),2002-06-13,Voice,  ,2002-08-01,2002-08-01,,,,,,,
1392111,1,"Saylor, F. Dennis IV",U.S. District Court,U.S. District Court for the District of Massachusetts,Judge,George W. Bush,Republican,,,Well Qualified,MAD0702, ,,2003-07-30,2003-07-30,2003-11-12,Reported (favorably),2004-03-04,Roll Call, 89/0,2004-06-01,2004-06-02,2020,,,,,,
1387416,1,"Scalera, Ralph Francis",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Richard M. Nixon,Republican,,,Well Qualified,PAWD0115, ,,1971-11-12,1971-11-12,1971-11-23,Reported (favorably),1971-11-23,Voice,  ,1971-11-23,1971-11-30,,,,,,Resignation,1976-05-01
1387421,1,"Scalia, Antonin",U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CADC0406, ,,1982-07-15,1982-07-15,1982-08-04,Reported (favorably),1982-08-04,Voice,  ,1982-08-05,1982-08-17,,,,,,Appointment to Another Judicial Position,1986-09-26
1387421,2,"Scalia, Antonin",Supreme Court,Supreme Court of the United States,Associate Justice,Ronald Reagan,Republican,,,,SCT1007, ,,1986-06-24,1986-06-24,1986-08-05,Reported (favorably),1986-08-14,Roll Call, 98/0,1986-09-17,1986-09-25,,,,,,Death,2016-02-13
8894336,1,"Scarsi, Mark Christopher",U.S. District Court,U.S. District Court for the Central District of California,Judge,Donald J. Trump,Republican,,,Well Qualified,CACD2702,,,2020-01-09,2020-01-09,,Reported (favorably),2020-03-05,Roll Call, 83/12,2020-09-15,2020-09-18,,,,,,,
1387431,1,"Schall, Alvin Anthony",U.S. Court of Appeals,U.S. Court of Appeals for the Federal Circuit,Judge,George H.W. Bush,Republican,,,Well Qualified,CAFC1002, ,,1992-03-03,1992-03-03,1992-07-29,Reported (favorably),1992-08-12,Voice,  ,1992-08-12,1992-08-17,,,,,2009-10-05,,
1387436,1,"Schatz, Albert Gerard",U.S. District Court,U.S. District Court for the District of Nebraska,Judge,Richard M. Nixon,Republican,,,Well Qualified,NED0108, ,,1973-04-12,1973-04-12,1973-04-30,Reported (favorably),1973-05-10,Voice,  ,1973-05-10,1973-05-11,,,,,,Death,1985-04-30
1387441,1,"Scheindlin, Shira A.",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYSD2604, ,,1994-07-28,1994-07-28,1994-09-14,Reported (favorably),1994-09-22,Voice,  ,1994-09-28,1994-09-29,,,,,2011-08-16,Retirement,2016-04-29
1387446,1,"Schell, Richard A.",U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,Ronald Reagan,Republican,,,Qualified,TXED0302, ,,1988-04-13,1988-04-13,1988-05-16,Reported (favorably),1988-05-27,Voice,  ,1988-05-27,1988-06-06,1994,2001,,,2015-03-10,,
7815631,1,"Schelp, Matthew Thomas",U.S. District Court,U.S. District Court for the Eastern District of Missouri,Judge,Donald J. Trump,Republican,,,Well Qualified,MOED0803,,,2020-01-03,2020-01-03,,Reported (favorably),2020-01-16,Roll Call, 72/23,2020-02-12,2020-08-04,,,,,,,
1392191,1,"Schiavelli, George P.",U.S. District Court,U.S. District Court for the Central District of California,Judge,George W. Bush,Republican,,,Well Qualified,CACD2302, ,,2004-01-20,2004-01-20,2004-04-08,Reported (favorably),2004-04-29,Voice,  ,2004-06-24,2004-07-08,,,,,,Resignation,2008-10-05
1391176,1,"Schiller, Berle M.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,William J. Clinton,Democratic,,,Well Qualified,PAED1903, ,,2000-04-11,2000-04-11,2000-05-10,Reported (favorably),2000-05-18,Voice,  ,2000-05-24,2000-06-02,,,,,2012-06-18,,
1392381,1,"Schiltz, Patrick Joseph",U.S. District Court,U.S. District Court for the District of Minnesota,Judge,George W. Bush,Republican,,,Well Qualified,MND0603, ,,2005-12-14,2005-12-14,2006-03-01,Reported (favorably),2006-03-30,Voice,  ,2006-04-26,2006-04-28,,,,,,,
1387451,1,"Schlesinger, Harvey Erwin",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,George H.W. Bush,Republican,,,Well Qualified,FLMD0603, ,,1991-05-23,1991-05-23,1991-06-20,Reported (favorably),1991-06-27,Voice,  ,1991-06-27,1991-07-02,,,,,2006-06-05,,
1394236,1,"Schmehl, Jeffrey L.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Barack Obama,Democratic,,,Well Qualified,PAED1404, ,,2013-01-04,2013-01-04,2013-02-13,Reported (favorably),2013-03-07,Roll Call, 100/0,2013-06-13,2013-06-25,,,,,,,
1387456,1,"Schnacke, Robert Howard",U.S. District Court,U.S. District Court for the Northern District of California,Judge,Richard M. Nixon,Republican,,,Well Qualified,CAND0602, ,,1970-09-10,1970-09-10,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1970-10-15,,,,,1983-12-31,Death,1994-06-05
1392226,1,"Schneider, Michael H., Sr.",U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,George W. Bush,Republican,,,Well Qualified,TXED0702, ,,2004-05-17,2004-05-17,2004-07-07,Reported (favorably),2004-07-20,Roll Call, 92/1,2004-09-07,2004-09-10,,,,,2016-01-07,Retirement,2016-10-01
1394086,1,"Schofield, Lorna Gail",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Barack Obama,Democratic,,,Well Qualified,NYSD2605, ,,2012-04-25,2012-04-25,2012-06-06,Reported (favorably),2012-07-12,Roll Call, 91/0,2012-12-13,2012-12-13,,,,,,,
4268601,1,"Scholer, Karen Gren",U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,Donald J. Trump,Republican,,,Well Qualified,TXND0604,,,2017-09-07,2017-09-07,,Reported (favorably),2017-10-26,Roll Call, 95/0,2018-03-05,2018-03-06,,,,,,,
1390961,1,"Schreier, Karen E.",U.S. District Court,U.S. District Court for the District of South Dakota,Judge,William J. Clinton,Democratic,,,Qualified,SDD0404, ,,1999-03-08,1999-03-08,1999-06-16,Reported (favorably),1999-06-24,Roll Call, 94/4,1999-06-30,1999-07-07,2006,2013,,,,,
1387476,1,"Schroeder, Mary Murphy",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA91501,92 Stat. 1629,,1979-05-03,1979-05-03,1979-07-18,Reported (favorably),1979-09-11,Voice,  ,1979-09-25,1979-09-26,2000,2007,,,2011-12-31,,
1394766,1,"Schroeder, Robert William III",U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,Barack Obama,Democratic,,,Well Qualified,TXED0205, ,,2014-06-26,2014-06-26,2014-09-09,Reported (favorably),2014-11-20,Voice,  ,2014-12-16,2014-12-19,,,,,,,
1392676,1,"Schroeder, Thomas D.",U.S. District Court,U.S. District Court for the Middle District of North Carolina,Judge,George W. Bush,Republican,,,Well Qualified,NCMD0204, ,,2007-01-09,2007-01-09,2007-10-24,Reported (favorably),2007-11-15,Voice,  ,2007-12-14,2008-01-08,2017,,,,,,
1391631,1,"Schwab, Arthur J.",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,George W. Bush,Republican,,,Qualified,PAWD0903, ,,2002-01-23,2002-01-23,2002-06-27,Reported (favorably),2002-07-31,Roll Call, 92/0,2002-09-13,2002-09-17,,,,,2018-01-01,,
1387481,1,"Schwartz, Allen G.",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Well Qualified,NYSD2403, ,,1993-10-27,1993-10-27,1993-11-18,Reported (favorably),1993-11-18,Voice,  ,1993-11-20,1993-11-22,,,,,,Death,2003-03-22
1387486,1,"Schwartz, Charles, Jr.",U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,Gerald Ford,Republican,,,Qualified,LAED0403, ,,1976-03-23,1976-03-23,1976-05-05,Reported (favorably),1976-05-05,Voice,  ,1976-05-06,1976-05-07,,,,,1991-02-28,Death,2012-11-03
1387496,1,"Schwartz, Milton Lewis",U.S. District Court,U.S. District Court for the Eastern District of California,Judge,Jimmy Carter,Democratic,,,Well Qualified,CAED0401,92 Stat. 1629,,1979-09-28,1979-09-28,1979-11-15,Reported (favorably),1979-11-20,Voice,  ,1979-11-26,1979-11-27,,,,,1990-01-20,Death,2005-10-03
1387501,1,"Schwartz, Murray Merle",U.S. District Court,U.S. District Court for the District of Delaware,Judge,Richard M. Nixon,Republican,,,Qualified,DED0302, ,,1974-03-21,1974-03-21,1974-04-02,Reported (favorably),1974-04-05,Voice,  ,1974-04-05,1974-04-17,1985,1989,,,1989-07-24,Death,2013-01-11
1387506,1,"Schwarzer, William W",U.S. District Court,U.S. District Court for the Northern District of California,Judge,Gerald Ford,Republican,,,Well Qualified,CAND0305, ,,1976-06-02,1976-06-02,1976-06-30,Reported (favorably),1976-07-22,Voice,  ,1976-07-23,1976-07-23,,,,,1991-04-30,Death,2017-01-28
1387521,1,"Scirica, Anthony Joseph",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Ronald Reagan,Republican,,,Well Qualified,PAED0305, ,,1984-06-19,1984-06-19,1984-07-26,Reported (favorably),1984-08-09,Voice,  ,1984-09-17,1984-09-18,,,,,,Appointment to Another Judicial Position,1987-09-11
1387521,2,"Scirica, Anthony Joseph",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Ronald Reagan,Republican,,,,CA30704, ,,1987-06-26,1987-06-26,1987-07-21,Reported (favorably),1987-07-31,Voice,  ,1987-08-05,1987-08-06,2003,2010,,,2013-07-01,,
1393831,1,"Scola, Robert Nichols, Jr.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Barack Obama,Democratic,,,Well Qualified,FLSD0805, ,,2011-05-04,2011-05-04,2011-06-22,Reported (favorably),2011-07-21,Voice,  ,2011-10-19,2011-10-20,,,,,,,
1390856,1,"Scott, Jeanne E.",U.S. District Court,U.S. District Court for the Central District of Illinois,Judge,William J. Clinton,Democratic,,,Qualified,ILCD0203, ,,1998-04-02,1998-04-02,1998-07-16,Reported (favorably),1998-07-30,Voice,  ,1998-10-21,1998-10-22,,,,,,Resignation,2010-08-01
1387536,1,"Scott, Nauman Steele",U.S. District Court,U.S. District Court for the Western District of Louisiana,Judge,Richard M. Nixon,Republican,,,Qualified,LAWD0601,84 Stat. 294,,1970-09-14,1970-09-14,1970-10-13,Reported (favorably),1970-10-13,Voice,  ,1970-10-13,1970-10-15,1976,1984,,,1984-12-04,Death,2001-09-19
1387541,1,"Scott, Thomas Emerson, Jr.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Ronald Reagan,Republican,,,Well Qualified,FLSD2001,98 Stat. 333,,1985-06-20,1985-06-20,1985-07-10,Reported (favorably),1985-07-11,Voice,  ,1985-07-16,1985-07-18,,,,,,Resignation,1990-10-31
1392781,1,"Scriven, Mary Stenson",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,George W. Bush,Republican,,,Well Qualified,FLMD0304, ,,2008-07-10,2008-07-10,2008-09-09,Reported (favorably),2008-09-25,Voice,  ,2008-09-26,2008-09-30,,,,,,,
4622996,1,"Scudder, Michael Yale, Jr.",U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA70706,,,2018-02-15,2018-02-15,2018-03-21,Reported (favorably),2018-04-19,Roll Call, 90/0,2018-05-14,2018-05-21,,,,,,,
1387546,1,"Scullin, Frederick James, Jr.",U.S. District Court,U.S. District Court for the Northern District of New York,Judge,George H.W. Bush,Republican,,,Qualified,NYND0601,104 Stat. 5089,,1991-09-12,1991-09-12,1992-01-30,Reported (favorably),1992-02-06,Voice,  ,1992-02-06,1992-02-10,2000,2006,,,2006-03-13,,
1392256,1,"Seabright, J[ohn] Michael",U.S. District Court,U.S. District Court for the District of Hawaii,Judge,George W. Bush,Republican,,,Well Qualified,HID0302, ,,2005-02-14,2005-02-14,,Reported (favorably),2005-03-17,Roll Call, 98/0,2005-04-27,2005-04-28,2015,,,,,,
1387561,1,"Sear, Morey Leonard",U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,Gerald Ford,Republican,,,Qualified,LAED1002, ,,1976-03-30,1976-03-30,1976-05-05,Reported (favorably),1976-05-05,Voice,  ,1976-05-06,1976-05-07,1992,1999,,,2000-10-31,Death,2004-09-06
1387566,1,"Seay, Frank Howell",U.S. District Court,U.S. District Court for the Eastern District of Oklahoma,Judge,Jimmy Carter,Democratic,,,Qualified,OKED0106, ,,1979-09-28,1979-09-28,1979-10-24,Reported (favorably),1979-10-30,Voice,  ,1979-10-31,1979-11-02,1980,1996,,,2003-09-25,,
1387571,1,"Sedwick, John W.",U.S. District Court,U.S. District Court for the District of Alaska,Judge,George H.W. Bush,Republican,,,Well Qualified,AKD0302, ,,1992-07-02,1992-07-02,1992-09-24,Reported (favorably),1992-10-07,Voice,  ,1992-10-08,1992-10-09,2002,2009,,,2011-03-13,,
1392981,1,"Seeborg, Richard G.",U.S. District Court,U.S. District Court for the Northern District of California,Judge,Barack Obama,Democratic,,,Well Qualified,CAND0407, ,,2009-08-06,2009-08-06,2009-09-23,Reported (favorably),2009-10-15,Voice,  ,2009-12-24,2010-01-04,,,,,,,
7049771,1,"Seeger, Steven Charles",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Donald J. Trump,Republican,,,Well Qualified,ILND1303,,,2019-05-21,2019-05-21,,Reported (favorably),2019-06-20,Roll Call, 90/1,2019-09-11,2019-09-13,,,,,,,
1392761,1,"Seibel, Cathy",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,George W. Bush,Republican,,,Well Qualified,NYSD1107, ,,2008-03-11,2008-03-11,2008-06-11,Reported (favorably),2008-06-26,Voice,  ,2008-07-22,2008-07-30,,,,,,,
1390886,1,"Seitz, Patricia A.",U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,William J. Clinton,Democratic,,,Qualified,FLSD1902, ,,1998-05-22,1998-05-22,1998-07-16,Reported (favorably),1998-07-30,Voice,  ,1998-09-28,1998-10-01,,,,,2012-11-16,,
4268606,1,"Self, Tilman Eugene III",U.S. District Court,U.S. District Court for the Middle District of Georgia,Judge,Donald J. Trump,Republican,,,Well Qualified,GAMD0303,,,2017-07-13,2017-07-13,2017-10-04,Reported (favorably),2017-10-26,Roll Call, 85/11,2018-03-05,2018-03-07,,,,,,,
1391796,1,"Selna, James V.",U.S. District Court,U.S. District Court for the Central District of California,Judge,George W. Bush,Republican,,,Well Qualified,CACD2102, ,,2003-01-29,2003-01-29,2003-03-12,Reported (favorably),2003-03-20,Roll Call, 97/0,2003-03-27,2003-03-27,,,,,2020-03-03,,
1387581,1,"Selya, Bruce Marshall",U.S. District Court,U.S. District Court for the District of Rhode Island,Judge,Ronald Reagan,Republican,,,Well Qualified,RID0202, ,,1982-07-27,1982-07-27,1982-08-04,Reported (favorably),1982-08-17,Voice,  ,1982-08-18,1982-08-18,,,,,,Appointment to Another Judicial Position,1986-11-24
1387581,2,"Selya, Bruce Marshall",U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Ronald Reagan,Republican,,,Qualified,CA10601,98 Stat. 333,,1986-09-26,1986-09-26,1986-10-01,Reported (favorably),1986-10-02,Voice,  ,1986-10-08,1986-10-14,,,,,2006-12-31,,
1387586,1,"Sentelle, David Bryan",U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,Ronald Reagan,Republican,,,Well Qualified,NCWD0303, ,,1985-07-25,1985-07-25,1985-09-11,Reported (favorably),1985-09-12,Voice,  ,1985-10-16,1985-10-17,,,,,,Appointment to Another Judicial Position,1987-10-19
1387586,2,"Sentelle, David Bryan",U.S. Court of Appeals,U.S. Court of Appeals for the District of Columbia Circuit,Judge,Ronald Reagan,Republican,,,Well Qualified,CADC0407, ,,1987-02-02,1987-02-02,1987-04-01,Reported (favorably),1987-05-01,Roll Call, 87/0,1987-09-09,1987-09-11,2008,2013,,,2013-02-12,,
1387591,1,"Senter, Lyonel Thomas, Jr.",U.S. District Court,U.S. District Court for the Northern District of Mississippi,Judge,Jimmy Carter,Democratic,,,Qualified,MSND0204, ,,1979-10-11,1979-10-11,1979-11-29,Reported (favorably),1979-12-20,Roll Call, 43/25,1979-12-20,1979-12-21,1982,1998,,,1998-07-30,Death,2011-05-18
1387601,1,"Sessions, William K. III",U.S. District Court,U.S. District Court for the District of Vermont,Judge,William J. Clinton,Democratic,,,Well Qualified,VTD0204, ,,1995-06-30,1995-08-03,1995-08-03,Reported (favorably),1995-08-04,Voice,  ,1995-08-11,1995-08-14,2002,2010,,,2014-06-15,,
1387606,1,"Sessions, William Steele",U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Gerald Ford,Republican,,,Qualified,TXWD0402, ,,1974-12-11,1974-12-11,1974-12-18,Reported (favorably),1974-12-18,Voice,  ,1974-12-19,1974-12-20,1980,1987,,,,Resignation,1987-11-01
1392576,1,"Settle, Benjamin Hale",U.S. District Court,U.S. District Court for the Western District of Washington,Judge,George W. Bush,Republican,,,Qualified,WAWD0404, ,,2007-01-09,2007-01-09,2007-03-13,Reported (favorably),2007-04-25,Roll Call, 99/0,2007-06-28,2007-07-02,,,,,2020-01-01,,
